NU_SEQUENCIAL;NU_ANO;CO_ESCOLA;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO
3277111;2024;;;;;;;;;5100250;Alta Floresta;51;MT;1;1;1;1;1422;1384;1396;1410;472.7;501.5;507.3;460.4;CCBBBCAEEDDAAEDCABCEDCEACBCDDCBDEACECADCEABEB;AADBBCCBEDDBBDBEECCCDBDCCDECDDAACABBEBEBACEEA;EEDEDDBDECDDDCEEBDDECDDCCDAACDEAEBCDCCEEDDBCB;DADCBEDBDAEAADEEBCDBCEBBCCABEDBCBEDACBACCDCBA;1;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;100;120;80;60;0;360
399550;2024;15576370;1501303;Barcarena;15;PA;2;1;1;1501303;Barcarena;15;PA;1;1;1;1;1422;1384;1396;1410;409.4;510.6;511.3;410.1;CEAACDBCCABCDEEACBDBEACDACEBCACACABDEEACDBBEA;CCDABCCAADABEBDBDBADBCBEAAEACCAEBADBDABABCEDD;CEEDBDADECBEDACDBDDEAECEDDCABEACEDCADBBEEACBC;CABDCECABDCAADCDAEBBCBDEABCE.DBDAEEBCDBBEDCAB;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;80;120;80;100;100;480
4034191;2024;;;;;;;;;2913606;Ilhéus;29;BA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
2409032;2024;;;;;;;;;3147006;Paracatu;31;MG;1;1;1;1;1422;1384;1396;1410;535.8;552.5;547.3;643.1;EDBCCDBDECDEDEDCBADABAECABCEEBCACEEBCBBDCDDDB;DADCCCDCECABEADCCBEACADADCBADCEEBECEAEDADCCCA;ABCCADADECBBDACEADDABEAEBDBABEADEBCBCBAECABEC;ABCEEAABADDCACCCCDBACAECEAADCCCCDBABABACEDBED;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;160;160;120;160;200;800
4017720;2024;;;;;;;;;3548500;Santos;35;SP;1;1;1;1;1422;1384;1396;1410;568.7;579.1;576.1;574.8;DBACACADEABCCCDDADAEBABCDACBDEDBDBBBEBCBEADCC;BEDBBCBCEBEADBACEBDABADAACCAEEEEEACEAECBECCDC;ABCCADACDCDDEAEEBBBBACBEDDCDDCADEBCABDEECEBDC;CBBBCCCCBDECBCACDBAEBCBEBDCCBBCEDAABADACCDCDB;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;160;180;140;140;160;780
2128777;2024;;;;;;;;;2408003;Mossoró;24;RN;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
2100525;2024;52058867;5209101;Goiatuba;52;GO;2;1;1;5209101;Goiatuba;52;GO;1;1;1;1;1422;1384;1396;1410;512.8;613.1;592;474.5;DDCBBABCEBCEEEDCEECEDABDBCBEEECCDECEDBBEBADEC;DADBBCBBECEDECBBEBEBACDACDEADEEEEBCEAECACAEDE;CDDACCADECBDDEEEBBDBBCBEDDADDADBEBDABDEECCDDC;ADACDBDBDCBCDAECAAABDABBDABADACECACEABACDBCDA;1;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;120;120;100;140;140;620
1060360;2024;23265876;2313401;Tianguá;23;CE;2;1;1;2313401;Tianguá;23;CE;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
3625724;2024;;;;;;;;;3205309;Vitória;32;ES;1;1;1;1;1419;1385;1398;1407;532.7;432.9;515.1;441.2;BCCADCACDECCEBDEEEBBCBBEECCECBBAECEADDEDDDCCE;EBEACDEBCCCCACDABBAEBEEDACDDEDDBEACDDAABCDBAB;CAADBBDABDEEEBDBEADDADCBACBAEEABACDDDEAEDAECB;DBDDACCDDACCDEDCDCCDACABCBCCCAEEBDABEBDCEECCD;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;120;120;120;140;60;560
734413;2024;26042070;2611002;Petrolândia;26;PE;2;1;1;2611002;Petrolândia;26;PE;1;1;1;1;1419;1385;1398;1407;508.4;518.4;481.9;447;EDBAECAEDDDBCDEADDCDDBECACABEABCEBAACDBCDCCEE;CDCEBCECEBCCCEADEAAEBEAADAADEBABEAAACABCEDDED;DAABEDDCBDEEAAABADECDACDAABACAEBDAADDDACAEBCC;BBBBEDEDBABDCADEACBDBBECEAACCBBBACBBCEDBDDCCC;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;4;0;0;0;0;0;0
1818151;2024;35011265;3550704;São Sebastião;35;SP;2;1;1;3550704;São Sebastião;35;SP;1;1;1;1;1419;1385;1398;1407;452;390.4;340;404.3;ECBDBDADEDECCDCCBDECDAABCAEBEDAEACEAEBBDABCDA;DBEDBDACBCDADBDDCACDBDACDEBDBCADEDAAEDEACDEBE;CDECDCDEBCEEDEECECCCCECACACBCDECEADCDCEBEDCDC;AEBEBADABDCCADBADADADDACAACBDACABAABDAADEDAED;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;100;100;100;100;40;440
3823926;2024;;;;;;;;;2403251;Parnamirim;24;RN;1;1;1;1;1419;1385;1398;1407;368.7;563.9;620.3;787.5;DCEDEBBDCEBDECABCEAACEDDCEBDDEBDDDCBBDEDDBDDD;CAEACCDBCBBCEDAADEDABBDADEEBDDBBEEDEDABBCDBCD;EAAACBBBBDEECACABADCADEEBCBEDDDBCEEDBDDDDCECB;DBDABDADDDBBCEDDADCEBCDCDBBDCEEDEECADABBBCECE;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;120;140;120;140;80;600
4136505;2024;;;;;;;;;1501402;Belém;15;PA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
2489691;2024;35018247;3509502;Campinas;35;SP;2;1;1;3509502;Campinas;35;SP;0;1;1;0;;1384;1396;;;354;512;;;BCDCAECDCDAEBAEABECAEABEDABCECEDCCCACEBCECAEC;DBABEEDDACBCDAEEBEEECAAEDDAADDBCDBDBCBEACDBEA;;1;;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;;1;120;140;120;120;100;600
947293;2024;35925421;3534401;Osasco;35;SP;2;1;1;3534401;Osasco;35;SP;1;1;1;1;1420;1383;1395;1408;480.8;511.3;554.9;506.6;EEAACDDAACBCBEAEECDCDEEACDBABBBCCACCDABEDBDCB;DEBBBAACABCDADEDCEAEEABCCDAAEACAEEAEEEDADBDCC;ABBBEECBECEDDEBDEBBDABDDCBCAABDCEBDECBEDADDEA;DECBECCBCAAEECECECDDADDCDEDDDBADDADDAABDACCED;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;120;200;120;120;80;640
3534666;2024;35906463;3552809;Taboão da Serra;35;SP;2;1;1;3552809;Taboão da Serra;35;SP;1;1;1;1;1422;1384;1396;1410;411.9;458;541.4;571.7;BCDECCACEBBEAEDAABCABECEDEABEBDBECCDDDBBADBDA;BCBACBEBECEBEBEBDCDCBCBAACBABDECCADCBDCEADBDE;DCDACCADECBADDEECDBEADBEDDCECCAEEADEDBBEAEBAA;BEDECBECDDCCADCEEEDBCABBDCCCBEBCEADBBDDBBECBD;1;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;120;120;120;120;60;540
760284;2024;;;;;;;;;2927408;Salvador;29;BA;1;1;1;1;1422;1384;1396;1410;432.9;479.6;486.4;491.9;DECBBCCAEADECDCBDDDACCAEAAAEAEACAEEADEDECBBAB;DDDCDCCEDAE.EEAECEAADEDEDDADDEECAADBADDCDCCEA;ABDECBACDCEBDBAEBDACCCEDCACCEBBDECEEAEEBCCDEA;EACABEBBECDABEAEEBECDCAECBDADCDCCABBADDDCAABE;1;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;3;0;0;0;0;0;0
3858942;2024;;;;;;;;;3131307;Ipatinga;31;MG;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
2720359;2024;;;;;;;;;3127701;Governador Valadares;31;MG;1;1;1;1;1422;1384;1396;1410;719.8;677.5;603.6;824.2;DACEDBBDEADCDEDDBAAEDAACAAEDDDEBBACBCEEBCCACE;DADCBCDCECEBABBBEACDBADACEEADDEAEADBAECAECEDA;ACCEDDADEDBBDBEEBDADCCAEDDCDDBBDEBCABDDECABDB;DBCECEACAEABBCADEDABACDCCDBABDECEBCEADABCADDD;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;160;200;180;140;200;880
91585;2024;;;;;;;;;4305108;Caxias do Sul;43;RS;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
2154915;2024;28001699;2804508;Nossa Senhora da Glória;28;SE;2;1;1;2804508;Nossa Senhora da Glória;28;SE;1;1;1;1;1421;1386;1397;1409;608.2;646.9;619.1;645.8;DDBDDEBBBBCCECBDECDDEDCBADCEDDCAEACEEDAEBEDEB;ADBCADCDEBEECEBADBBDBEBCDCDDBCDEAECAEDEDBCECA;AACEDCBEDADEEBEEDDBBDEBBBDCCCDBDCBDADDCECBECA;CDBCBADDABCABEDABCBCDACBCDADBABECBCCDBCBEAACC;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;100;140;100;100;80;520
756722;2024;33041172;3303906;Petrópolis;33;RJ;3;1;1;3303906;Petrópolis;33;RJ;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
1774139;2024;;;;;;;;;2708006;Santana do Ipanema;27;AL;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
1506199;2024;;;;;;;;;3541406;Presidente Prudente;35;SP;1;1;1;1;1419;1385;1398;1407;554.9;555.4;574.4;745.1;CEEDCCBCDCDACDEAEDBDBCCCEAABCBDAECEECBBBBDCBB;CADECDDCBBBCEDAEDDDCCCCADAEBECBCEACECBCECBAAD;EAAACBBCBDEECDCDEDEDADEEAEDEDAEBDEBEDDDDDAACB;BCDABCADDDCBDEBBEDCEBCCCDBBDCDEAADCECACDBDEEB;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;160;180;160;200;180;880
2767153;2024;25133748;2507507;João Pessoa;25;PB;4;1;1;2507507;João Pessoa;25;PB;1;1;1;1;1422;1384;1396;1410;612.5;608.8;546.7;694;DBDCEABDECCCBDDBBCAEBAECAEBBDECABCCAAEEDEDAEE;AEDCBCDCACEDEBBBEBCECADABACADCDEEACEAECBEDCBA;ACDCDDBDBCBBDAEEBDDBACBEDDBACAADCBDBEDCECEBDC;ABEEBDACADDBCACBEEDBCCBDBAAEADECEBDEADACAEADD;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;160;200;200;200;180;940
4027924;2024;;;;;;;;;3301900;Itaboraí;33;RJ;1;1;1;1;1421;1386;1397;1409;475.6;566.7;520.7;476.7;DACCDBCDDDCCACBCBEEBECECDCABCAABCADEAAAACBDAB;BBDCADECEEAECEDACBCDBCBDBABAECCEAACEBDEEBBECA;ACCDACAEAADCEBDBEDBBDCBAAABEBEBBCDCEDDAECEDAB;ABAABBCDABEEBBAACEBABEABBCEBADECCDBAACACCCBCA;1;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;140;140;140;120;100;640
3763916;2024;;;;;;;;;4209409;Laguna;42;SC;1;1;1;1;1420;1383;1395;1408;484;559.3;551.2;626.6;ECEBCADEAEDCBAADCADCABDBDABABADADBCCBDDAACDBB;CAABBCBCBDBDDEBBABCDDAECDAACEABAEBEDABDADACAE;CAAAEECBECADDABAECBDCABACBDBDBDBDDEAECABABDEB;CCDCECDBEBAECABBBECEBCDCCADBABACCACADCDDCCCAB;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;120;100;100;120;80;520
2151192;2024;;;;;;;;;3549904;São José dos Campos;35;SP;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
3431014;2024;;;;;;;;;1600303;Macapá;16;AP;1;1;1;1;1421;1386;1397;1409;457.5;470.9;477.2;400.7;DACDDCADCBCEADDABDBBEACEACDABCCCBCDBBEBDEABEA;EBBACDACEAEBCEAA.BEDCBADCADBEBCEACEBADCAEAEBB;CABAABCEABDCEABEBDABCEBCAEDBBCEAABCADCBD.AEC.;AEBCBDABECBAECABDCABBDACBEDBADEEADBEADBAEBCDC;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;140;160;140;140;180;760
3204479;2024;31055751;3140407;Marmelópolis;31;MG;2;1;1;3132404;Itajubá;31;MG;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
2482997;2024;;;;;;;;;2114007;Zé Doca;21;MA;1;1;1;1;1421;1386;1397;1409;377.2;437.4;465.3;438.9;ABCBDEAECBDCAEDCB.DBACDCCDADABCBDACDBACAEBDAE;ABEBAEDCBEBACBCADABDBCCAEDB.EBDACEABEADEACABD;ABDCEDCEBACCECDEBECBDABADDECBAADCDBCDBCAEBECE;BACCBACDBECBDCDDAECDCDADBDBCBCDAEAECCEDABBADB;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;120;140;120;140;80;600
2498112;2024;;;;;;;;;5201405;Aparecida de Goiânia;52;GO;1;1;1;1;1422;1384;1396;1410;613.4;632.3;551.9;625.8;BABBDDBCECCEAEACCEAEDDACADCCEDEBBDCBEEDBDBECD;BADBBCDCECBDEBABEBEABDDACCCADAEECACAAECAECEDA;DAADACAAECBBDADEBDBDBBBEDDCDAEBDEBDABAEECBCDB;BDBCCABCADACDCEBCDACCCDDBAEDBBCCDBACABACEDCDC;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;160;200;160;180;120;820
2197681;2024;35273661;3547304;Santana de Parnaíba;35;SP;3;1;1;3547304;Santana de Parnaíba;35;SP;1;1;1;1;1419;1385;1398;1407;421.6;495.3;469.7;442;EAADDCADDBCCBEECEEDDAAACEDBCBACCBAEDDCEACDCDB;AEEABCAACBCDEBADAABABBAECECABCDBBACBABDBCDEAD;..CDBBACEDDEAEDAADEAADCEBEBBBBDBAACDABDEACAEC;CDAECDD*DBBCDDAEDBECBACEDEACAECDBDDACDDCDBECD;1;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;100;120;80;100;0;400
251200;2024;;;;;;;;;3303203;Nilópolis;33;RJ;1;1;1;1;1422;1384;1396;1410;630.3;645.1;608.6;737.4;BEDCDDDDEDBCEADBBCAEDCACCACDDDEBBACBBDBBDDACC;DAEABCBCECECDBDBEBCDAADABBCADAEBEABBEECAEE*DA;DEECEDADECBBDBEEBCAEBDADDDCACBBDEBDEBDCECEDDC;ABEECBACECDBBCADEEACAEDCCACCBDCCCBBEADABAADDD;1;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;180;200;180;200;180;940
2010646;2024;31033821;3133808;Itaúna;31;MG;2;1;1;3133808;Itaúna;31;MG;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
796398;2024;41114728;4122008;Rio Azul;41;PR;2;1;1;4110706;Irati;41;PR;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
840468;2024;;;;;;;;;2103307;Codó;21;MA;1;1;1;1;1422;1384;1396;1410;436.1;580.3;559.2;516.5;CCADCBCAEBEEAEEDCDACAAACEDCDAECAECADCDCBEAEEA;DADBBCDAACBBEBBBD.ACADDABCCADBECBADDBECACCEBA;DDDCAAADECBBDAEABDACACBEDDCDBDBEEBCCBAEEEBADB;DBDECCEDCBDCAACACCEABADBBDBABAACABCBEBBBCBDBB;1;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;140;180;140;160;160;780
1286884;2024;;;;;;;;;5106752;Pontes e Lacerda;51;MT;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
1235695;2024;;;;;;;;;2608800;Lajedo;26;PE;1;1;1;1;1420;1383;1395;1408;524.8;522.7;579.7;682.5;ACAEBBCEEDEBDAADDBDEEADBCABCADEBAAAECDDEDDDCB;BECAACACEBBDCEEDABCDAEACCDADEBBAEBADECBDDABCA;CEDAAEDBECCDDABEEDBCACDCCBC.DDDCDDDBBBEDADEEB;CECBBCEDBCAEDEAAABCEBACCCAEDBCABCABADABDCEBBB;1;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;160;200;80;180;180;800
4054725;2024;;;;;;;;;3550308;São Paulo;35;SP;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
1942520;2024;;;;;;;;;3550308;São Paulo;35;SP;1;1;1;1;1421;1386;1397;1409;457.3;520.5;517.1;396.8;EACD*DDCBAEDEEADEDBBAADCBABEBCADECCBAADABBDDD;ADDEACADDDACEEDAECCABABAAADCECECAACAAAEADAEAB;AACBABDAAAECEACBDDDBDABCADDCDEBDABCEDDABCBEAA;ACCAAABDCEEDCDEDBDCADBDCBDAADABBBBBCCDACEEBAD;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;100;100;80;100;80;460
2924442;2024;53014308;5300108;Brasília;53;DF;2;1;1;5300108;Brasília;53;DF;1;1;1;1;1420;1383;1395;1408;577;574.7;598.6;685.9;CEEBABCCEDCAAEDDCEABDEEBBEEBBBEACCBCCDDCCBDDC;CBCBBEBEDCBDBEEEDBCDADECEBADBAEACEADEDBEBEBCE;BCDDAECBECEDDCDDECDCBBDDDBCCDDCDDAEBCBEDAAEEB;CECCBEEAEDABDCDACCCDBBCBEAC.CBAC.DBDDDDADBBAA;1;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;140;160;140;140;140;720
4253401;2024;;;;;;;;;5208707;Goiânia;52;GO;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
1024705;2024;;;;;;;;;3514403;Dracena;35;SP;0;1;1;0;;1385;1398;;;410.8;481.4;;;EBDBCECDACEBDEAAEACEDAEBBDCDECDBEAAEADBDECEB.;ABADADACDBEEDEDAAEDBBEEDBCAEDBCBDCAEBEBDECDAB;;1;;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;;1;120;120;120;120;100;580
3899434;2024;;;;;;;;;5102504;Cáceres;51;MT;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
4305449;2024;;;;;;;;;3304557;Rio de Janeiro;33;RJ;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
1879182;2024;;;;;;;;;3550308;São Paulo;35;SP;1;1;1;1;1420;1383;1395;1408;426.1;492.3;480.1;391;EDAACCAEABDBDAEABEBCABAADEACDADAEDBCDDDEACDAB;CACAAEDECCCDDDECADCAAABCCBABBCCAEBADBADAEBCCB;AEABBCBBECEDBECDDBBCBBECBBCDEABDDBDECABCADBDB;DCDBBCECAAADBDCACCACEBDCDEDBBDEDEECBEADCC.ABD;1;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;80;180;100;120;140;620
3491849;2024;;;;;;;;;5103700;Feliz Natal;51;MT;1;1;1;1;1420;1383;1395;1408;403.8;414.1;371;466.5;EDDCAAAEDEBBDAAACCCDAACABDACEADAEAEBCCCBBBEEA;DAABABCBEBAAAEACCCBBADECBEBCEBEBCBDBACCADAEEC;EBCCEDCCEDAEEACEDCCDDADCBAAEECBDEBDABAADAEBAA;AEBBBCBEBCDADDBCDCDABCBBEEEDBACDACABBABEDBAED;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;60;120;80;60;60;380
